sample_id,z,y
2173077,0,-0.4845313417891788
3923791,0,-0.0844300180029852
2615361,0,0.3715524399074053
1370514,1,0.205235419938247
2471240,0,0.2762683365011533
3495394,1,-0.5279110207245423
1674069,0,-0.0587001419186391
3224751,1,0.2432658836825611
2866665,0,0.3852662313073714
2636921,0,-0.7266605878957902
1695167,0,-0.2067784322598098
1023769,0,0.2755362652434042
2850437,0,-0.5297977701978749
746341,1,0.1950078476773169
3060629,1,0.4668499664120668
2395589,1,-0.3236938800493558
658560,0,0.1147281134548549
2218237,1,0.422723926243548
3028198,0,0.3238711041906664
974111,0,-0.1000402169541799
1569243,0,-0.3935038648338449
1766751,0,0.3748176932574693
2847848,0,0.235094827970327
729908,0,0.6765683698407773
3082470,0,-0.4316178244564818
1677946,0,-0.2339243374855503
1271686,1,0.6560432375890648
2683297,1,-0.2569086022606101
3174127,0,0.082555156620298
3729611,0,-1.160610392248214
3431114,0,-0.2518303069458451
3533111,0,0.1965972127882129
660290,1,0.1581201747348338
200563,1,0.0325682358404335
1714634,0,-0.8510295826612404
1626586,0,-0.3506139179444537
2657259,0,-0.2078745826144598
2628294,0,-0.5867175849242815
2656158,0,0.3529754810725556
969606,0,0.5019228807573691
1870525,0,0.7632287791645153
1344821,0,-0.0372409823685239
1450002,0,0.0883774234399538
1133682,0,-0.1804385205432543
2771777,0,-0.3069144471472355
1437421,0,-0.6546011612367725
2976243,0,0.3866031485214146
3902933,0,-0.2947377438652109
931171,0,-0.2354250058271705
819297,0,-0.161227777658813
2417232,0,0.1425687547260867
3225946,1,-0.1675990929069306
3091437,0,0.1724368943732644
2261243,0,0.1640202231797515
2823009,1,0.093045781865588
3109250,1,-0.0596133277309717
1902587,0,0.4797564443240748
3110087,0,-0.6748072464648437
1586055,1,0.1873675029550978
2927050,0,0.6028171131157037
3884021,0,-0.3189390410210418
3714676,0,-0.1466177855896257
240700,0,-0.5779962827980606
1869552,0,0.1156120293557463
1124658,0,-1.212573004097956
3126039,0,0.2181468536074396
1726073,1,-0.2083285603160535
3025048,0,0.7018797603571281
1602355,0,-0.4611781557459762
3206675,1,0.3848870429473559
2765741,0,0.2242817410349083
2696354,1,-0.4201004446573541
1964750,0,0.2128537370444471
960397,0,-0.1284127463000463
1696451,0,0.418895068394818
546127,0,-0.3245178027474912
298167,0,-0.182460512700458
2601254,1,-0.0762717048409338
3473237,0,-0.3212004944536814
1156184,0,-0.1347150883476768
1708292,0,0.0965149848164866
2597661,0,0.4462631701287634
2269282,1,0.2515879209301126
1444366,0,0.3039718012423102
3686085,0,-0.5436119014893377
993301,1,1.0500404578009088
3499813,1,0.202573896974044
487392,0,-0.7392746552274093
1483853,0,-0.2061906779089192
1564382,0,1.1593312281331534
587247,0,0.228547601434801
1025972,0,-0.0303846041254446
1839568,0,0.0140019382638136
1964662,0,0.0864226644007728
2583051,0,-0.2168094861363915
2138161,0,-0.1435953900490711
2261099,0,-0.4368369851375182
2880246,0,-0.3538354279070755
3867656,1,0.0414550088656167
309166,0,-0.5604214918317875
3802476,0,-0.0374648402667891
3844163,1,-0.0102111766211093
1543997,0,-0.6308719577886253
1528543,1,0.8824532691432161
1837395,1,0.4564444539180042
2038349,0,0.0806415732955126
446039,0,0.1676065430220525
1838525,0,-0.728634345816252
3791082,0,-0.070334618517443
3765167,0,0.2322929520128043
828666,0,-0.3405075402647111
2829575,1,0.3184343911341082
988820,0,0.1115632188612956
2803873,0,0.2431889093487176
1680629,0,-0.1292388731066326
3515186,0,-0.0577260465087528
3911134,0,-0.3993622406819089
3280466,0,0.5162621820622717
3701661,0,0.2200230684078133
2965854,0,-0.2451424673303024
220450,0,0.1303601777503438
1486666,1,-0.1330710244932502
1201466,0,-0.11187789628934
3713218,0,0.6580678094345388
3099837,1,0.7278750059349707
893496,0,0.0156760676893448
2281759,1,-0.1250583495035328
2737149,0,-0.1758226102346827
1629107,0,0.8040371402594757
2641218,0,0.1946132516702547
910906,0,0.0568920186620142
637397,0,-0.0906083258333352
1249023,0,-0.0932413216189622
1566050,0,-0.4369289511944081
1907335,1,-0.1490871021628427
3146618,0,-0.5758685904692885
964223,0,-0.246384763581716
3465698,0,-0.1284708279525842
3907184,0,0.0675095163231297
3206768,1,0.5843151122892463
1025807,0,-0.3366174049591296
3724330,0,0.3165548891793984
3915560,0,-0.2731393935147143
3335315,0,-0.219274547441592
1446590,0,-0.6057733517426792
1643531,1,0.1358226089739559
2655016,0,-0.8497704814987983
1640448,1,-0.6007868230814466
2199657,0,0.0379118956506689
830511,1,1.234617835494747
3430660,0,-0.1781448328516011
3532878,0,0.5602941330984578
3207566,0,-0.2338928067719315
1085398,1,0.1595661451076598
2677725,0,0.1911167930113145
2941963,0,-0.0576441534272021
1074507,1,0.0557384755885859
3110091,0,0.3485854599160112
2570888,0,-0.2590154297653992
2849829,0,-0.4353857614814023
388075,0,0.0670312765334824
3054370,0,-0.4617572310881306
889321,0,0.0212644827353947
3678170,1,-0.4201442365579529
2608737,1,-0.3303592165308339
3231160,0,-0.0223303431203427
3760034,0,0.2061401184612886
2577019,1,-0.0511316124894795
2429991,1,0.2386707301594225
263647,0,-0.5961609332927329
2009479,0,-0.2933505789928017
3087291,0,-0.0788194247640097
1082073,0,0.309663258881915
3062119,0,-1.410943352005375
823747,1,-0.1944837465154262
1906864,0,-0.0516685651686266
846317,0,-0.0689150123628251
2649502,1,0.3914007383650034
427416,0,-0.2132534319068159
643577,1,-0.3194744270381627
3702153,0,-0.1730963525158441
1946426,0,-0.0197564093433046
3474818,1,-0.4657001206746551
588392,1,-0.4218822260282925
3382491,0,0.4274857153126248
3919805,0,0.643817142952479
905277,0,-0.4222192547873889
1460192,0,0.6192651207553648
2523356,0,0.1110703615668441
1956874,0,-0.4798276087651084
1487389,0,-0.7696056605605825
971360,0,-0.3479530893919703
1293422,0,0.2651501270126088
1416310,0,-0.0978047807908846
3871226,0,-0.3042465972291429
1232272,0,-0.1031384485009993
1587750,0,-0.5254711065518823
3439329,1,-0.2072407569965521
1753552,1,0.2254809417234908
296958,0,0.2082725659847063
3190149,0,0.333654314242171
3097161,1,0.4943458795469057
473222,0,-0.1657427323227508
1661545,0,0.0736624524282922
1386865,1,2.866974070342385
3858318,0,0.6321746427241909
1999329,1,-0.2585122441358414
2542727,0,-0.3360187186651376
3654190,0,0.23792648198288
477629,0,0.3593649651826866
1432366,0,-0.0884425413310789
2498753,1,-0.1035547296891121
745434,0,-0.6496058241823902
3228419,0,0.1366503274376302
570713,0,1.0043346107304918
1295260,1,0.6338723740015578
1011815,0,0.0387754969135207
990629,0,0.3812329597418203
1093853,0,0.2105965942587679
2462935,1,0.1951389250731304
3486322,0,0.1687669862364295
2787742,0,0.5034160257090834
3545258,1,0.160307170850501
3026317,0,0.3322323194019529
3503867,0,0.4562745834167901
799710,0,-0.1893708155580349
3012006,0,0.3283717853105706
3712566,0,0.2448511091188271
2529652,0,0.0055975177666632
3651034,0,-0.0382870766500073
2207826,1,0.2421918657065946
2438842,0,0.2437166891000713
1886922,0,0.602244900227104
3743656,0,0.3054905969606276
992597,0,-0.2807553249479689
3759819,1,0.1860466647519715
1879353,0,0.3832263409490551
957932,0,0.4788436180164674
2893330,0,-0.185668900274532
2723037,0,0.1389282387737591
3757077,0,0.1898144804397813
1852662,1,-0.5860441928516059
865994,0,-0.2796189650730332
1938303,0,0.247530534211716
1057184,0,-0.0217345652287283
1511029,0,-0.2591486878231308
849722,0,0.2458972326912203
2531806,0,-0.7895701975388261
3108303,0,-0.1192608983720212
2048846,0,0.2273080222046036
824900,1,0.6583439045809848
502310,0,-0.3904009143429421
421252,0,-0.1866933716057563
2917004,0,-0.321161130145051
1522019,0,0.599638540478077
565019,0,0.1915522665099109
577065,0,0.0847448709326964
1551671,0,0.5079081633871873
1782523,0,-0.3464318093179267
3207236,0,-0.0530762674935277
698625,0,0.2434738507421393
2122859,0,0.1822101875822369
2821579,0,0.4072948682205242
1703757,0,0.328089295322638
2603448,1,0.1768791214451181
2555301,0,0.7081764704677407
688103,0,0.2020310068121357
1580921,0,0.1259822720668827
673607,0,0.2042549604961502
1007385,0,0.6589437922145047
303923,0,-0.0058372219386166
1513906,1,0.6236078736917364
300995,0,0.7906882882772128
3035039,0,-0.1446736322172727
1469208,0,-0.2368611620397462
1364219,0,-0.0826279354049543
3174679,0,0.151836736072302
1552358,0,0.4489140291531493
2451701,0,0.0677837742636098
1224015,1,0.5699417941517295
2854835,0,-0.257527881664352
2202699,0,0.3679321717715835
3445355,0,0.8504875905582184
1403445,1,-0.1102895510890444
1321041,0,0.7866327902651294
446937,0,0.176261040695424
2669048,0,0.5612980295391294
2449463,1,0.270526303647636
3112510,0,0.4351529425958566
504037,0,-0.336634224672919
872954,1,-0.2417389825132561
3131010,1,-0.3638824726403782
3267238,0,-0.1412650221890037
3834013,1,0.2551812266758517
3234683,0,0.2774923184398135
2140388,1,0.1015436593399342
584148,0,-0.3165998415515648
1237091,1,0.2443889856152546
248736,0,-0.0394317217685716
1354477,0,-0.0861564715906598
1820445,1,0.2501834094527719
451521,0,-0.5362710502857178
461173,0,0.7557080980851275
283603,0,-0.5164445307628618
2970921,0,-0.1399833388882728
2108926,0,0.3845791355450722
1889152,0,0.3400662961012068
3423385,0,0.0083627348876529
3028531,1,-0.1955043534161475
1433506,0,0.7063501483389333
3209928,0,0.133245242069985
432467,0,-0.2506561108994501
3157286,0,-1.151376828164408
1446960,0,0.0660238371830603
1555473,0,0.0996134480782868
1444121,0,0.3247083843907994
3960430,0,0.1598954016253292
1303426,0,-0.2306695215222993
1460791,0,-0.3579823804580737
2240197,1,-0.5396288883105373
2218122,0,-0.3219059887751556
2251535,0,-0.6502579613678172
2005606,0,0.5716224550710891
1441116,0,-0.2660700580284959
1912840,0,-0.5167290788638524
3380083,0,0.3401591193713658
424854,0,-0.3954488660138192
2778378,0,-0.0230427379702037
3062503,0,-0.6629627292910709
272968,0,-0.786509261598546
1366404,0,-0.1968795554640306
1485432,0,-0.065943993214321
1046830,0,-0.192566777293575
535142,0,0.1209452410572594
3500625,1,-0.2753403461249309
3001311,0,-0.725921102528599
2258643,0,-0.3092235838436582
3708770,0,0.1990100409356108
914112,0,0.7147145746062855
3146500,0,0.1198918515380487
3547994,1,0.470783358775469
1004249,0,0.5956985786997719
2975428,1,0.5136839347320352
1688068,0,0.0012226166852777
2990866,0,0.1241840508840758
2800275,0,-0.3104087688783424
1934450,0,0.274380323817135
1568896,0,0.7721434665739919
2827173,1,0.0727402529417029
2511185,0,0.1404467841274983
2390632,1,-0.332136877776829
2041245,0,0.5603365586056905
731647,0,0.8080181561238341
1370673,1,-0.3111654547884753
2980889,0,0.5582934830914871
490159,0,0.4304142953451739
264591,0,-0.1190661864481202
340096,1,-0.3672673096328999
727213,0,-0.6155967882621032
541242,0,0.7965101929312043
1869665,0,0.5098118784116753
3860983,0,0.4320160652479243
1827531,0,0.5104129575918489
2918022,1,0.3279274874667901
1191993,0,0.2619044187654983
560947,0,0.502154855916906
440289,0,-0.7373613313928095
3283000,1,-0.5151837461033256
2553394,1,0.3601365500871577
256271,1,0.5081662172357275
1259354,0,-0.5624065693312266
3157662,0,-0.2381641968342182
824684,0,-0.319979504463784
2784191,0,0.0874481095827081
438431,0,0.1638542272383166
1027901,0,-0.3350879202023742
1939938,0,0.1470091427053435
2804463,1,0.0320179039161881
1332925,0,-0.0992573883226745
2035604,1,-0.2463937955327914
1124021,0,-0.2277885353001058
1814122,0,-0.098217149931273
1851103,0,0.1923514003154089
3673972,1,-0.922550690233774
3031165,1,-0.228003570140473
1666510,0,-0.0544142825721363
426251,0,0.3413124460235388
1108483,0,0.3445851099026418
2805286,0,-0.3618006736061039
1584248,0,-0.1960412138254285
2242485,0,0.2315658749079709
2943696,1,-0.0912627463457894
3305903,0,0.3238017366359238
344482,0,0.6193353259902754
814395,0,-0.14646488602155
2273934,0,-0.1577104315475297
3430514,1,-0.4396865749559148
2818131,1,0.1325959525254392
3951152,0,-0.1712132303414579
455037,0,0.0886904013489655
947194,0,-0.3788848440056249
398972,1,0.1470729079707328
3738398,0,0.3514198441980389
1286850,0,0.7339931278508018
3680234,0,0.3826687743010447
220692,0,-0.1501047129003599
1855893,0,-0.3591587358089654
2113670,0,-0.298013540474542
3051214,1,0.7064908064571892
714086,1,0.6247661858353936
1449358,0,-0.4512907024197945
237799,0,0.3062021125574997
375326,0,0.3691405303936922
2149141,1,0.1390305702213086
1168830,0,-0.4731704126629876
2810235,0,-0.457085678813877
859139,0,-0.0788005875375778
364890,0,-0.0474650519895311
3107431,1,-0.1781731593093994
2743535,0,0.4127100465462723
2439002,0,-0.1592609245022576
2572577,0,0.0768801669712337
3485839,0,-0.3487757351421606
395060,0,-0.1416836286306511
1854751,0,-0.4523475317262737
2245289,0,-0.8968276905352068
1602936,1,-0.146369520884046
3532292,0,-0.9337743809957824
1148504,0,0.0383228557518079
3760127,0,0.1599165854998715
1874656,0,-0.7240808341514956
2873569,1,-0.2301019946572875
227144,1,-0.1455063119460923
3673555,0,-0.0767597252771092
3099801,0,0.3487231927337404
2565690,1,-0.3341255717059204
2002697,1,0.039924369373745
1123406,0,-0.2495289033665212
1493351,0,0.3606987208171768
2639855,0,0.567026493843143
1493894,0,-0.2888893275470557
2140939,0,-0.6524739194366458
3199261,0,0.1610986929257509
2474407,0,0.5466267342428085
2472604,0,-0.3743835369580758
3855436,1,0.1265793313808288
1633966,0,-0.1857540126968004
1940777,0,-0.232305068540751
3440371,0,0.1652880144330128
3768568,0,0.4188607281196054
3052517,0,-0.4363469960182871
1153352,0,-0.0311821442349124
1436847,0,-0.0782637366463903
2722943,0,0.1131515670105381
983113,0,-0.1891616327706667
463511,0,-0.506040443414383
977006,0,0.2464071967166052
2001970,0,0.2685516837073316
870511,0,-0.4396603825295249
3336906,0,-0.543314492567822
2780748,0,0.3326777476380101
1276016,0,0.4765231548111749
1539250,0,0.1759585327222631
2596659,0,0.1135901359527474
3301900,0,-0.3976869544286068
339229,0,-0.1927044254984866
3905367,0,-0.2774315915209552
193469,0,-0.321909258638836
1876930,0,0.6666027069308741
2841592,0,0.2286632257375435
2829752,0,0.0550368166972226
963490,0,-0.504446762474214
195597,0,-0.291975955733215
245431,0,-1.0150778426319975
1724077,0,-0.287593586660832
601052,0,0.1696786657191962
2489951,1,-0.9153101422785288
3714618,0,-0.2525120949132558
932820,0,0.8898120083075213
3407410,1,-0.195991398033513
1862355,0,-0.5449310526782214
1765734,1,-0.1025214372842529
732043,0,-0.5162500084136091
479891,0,0.0424830446911024
3347914,0,0.0175959808527177
976422,0,0.6297089646159755
1826035,0,0.3195027877394871
3797269,0,0.0079629132675737
252008,0,0.1012676970158138
3368074,0,-0.5123796340205236
1503085,0,-0.6072271801981718
1278094,0,0.1391910503268414
2665296,0,-0.3091484651939732
3469017,1,0.4960738453251532
3110696,0,-0.0634235541334095
2053816,0,0.1481315010605643
3515840,0,0.1461974861240522
3419876,0,-0.0199331511640746
1838837,0,-0.2113645026207178
2708656,0,0.9817411962014828
1562849,0,0.0085225153283284
2250420,0,-0.6386485275770205
2801228,0,-0.1148003395471142
3213105,0,0.0498980795982747
3251969,0,0.1721553289638299
3189394,0,0.1817722879402772
1561903,0,-0.13860497201673
2917631,1,-0.1116572399804303
957038,0,0.8552699373363988
1864918,0,-0.0315715092029091
3145563,0,0.4492367271233439
3803901,1,0.5065436270779863
1994750,1,0.7948815085239251
1689862,0,0.6051646453088327
1107831,0,-0.1272091455704593
1764860,0,0.0147604667743943
1048847,1,0.1316484272577948
2752297,0,0.1151903290119887
3755354,0,0.2699877936604823
3116656,0,0.0900610225786908
2853622,0,-0.3496734119036567
1360197,0,-0.5035620583045756
2819468,1,-0.2314263571832412
514881,0,0.4314703458721054
1499698,0,-0.2357266599330156
3781285,0,0.4661017460993508
1442737,0,0.0790757705107404
2193708,0,-0.1893148312086063
1338328,0,0.1226958754120389
2112027,0,-0.5713105686410632
816480,0,0.2896189471881263
2154057,0,-0.044895780233906
950343,0,0.3027449381600223
3721392,0,-0.2645934514002702
2406017,0,0.5016284109071748
1337531,0,-0.3388348399204978
3263467,1,0.303059958225813
2452093,1,0.6507497758411768
1741319,0,0.4195271724634395
1754394,0,-0.0942438998656574
2883960,0,0.4171630423656534
1296475,1,1.1349293696710394
3494156,0,-0.6799445812989323
1600714,0,0.1206239825271024
228236,1,-0.1265388615596323
706636,0,0.8252573078452252
3946158,0,0.1261200431845268
2762230,0,-0.7875439132524575
3422651,0,-0.5302094045939125
1820841,1,-0.7337687032612492
804238,0,-0.0540304858133636
1429326,0,0.2086514809204847
526071,0,-0.3464600080486063
